Mem_used,Mem_free,Mem_total,Mem_Disp,Date,Time,Elapsed_time,trend,seasonal,residual,Aging_Label
1406504,3340176,7088316,5435432,2022-12-22,14:48:48,690,1400224.242372855,5337.8449900703545,941.912637074478,1.0
1405588,3341080,7088316,5436348,2022-12-22,14:48:53,695,1400232.3767187784,4668.235864510432,687.3874167110771,1.0
1403568,3343080,7088316,5438360,2022-12-22,14:48:58,700,1400240.5087830068,3009.6695185716485,317.8216984216124,1.0
1404684,3341952,7088316,5437248,2022-12-22,14:49:03,705,1400248.6385672875,3711.8466688888107,723.5147638237104,1.0
1404880,3341744,7088316,5437052,2022-12-22,14:49:08,710,1400256.7660733408,4068.1827582165074,555.0511684427038,1.0
1404452,3342152,7088316,5437480,2022-12-22,14:49:13,715,1400264.8913029647,4391.690836699059,-204.5821396636311,1.0
1404080,3342484,7088316,5437852,2022-12-22,14:49:18,720,1400273.0142579293,4440.513048692992,-633.5273066223599,1.0
1403648,3342900,7088316,5438284,2022-12-22,14:49:23,725,1400281.1349399295,3870.8061842682396,-503.9411241977941,1.0
1404640,3341892,7088316,5437280,2022-12-22,14:49:28,730,1400289.253350728,4254.308438822149,96.43821044987999,1.0
1404236,3342284,7088316,5437696,2022-12-22,14:49:33,735,1400297.3694921758,3470.356863964487,468.2736438596621,1.0
1404608,3341900,7088316,5437312,2022-12-22,14:49:38,740,1400305.4833659371,4185.651295106001,116.8653389569372,1.0
1404148,3342344,7088316,5437780,2022-12-22,14:49:43,745,1400313.5949738284,3858.410595664674,-24.00556949316524,1.0
1404544,3341936,7088316,5437372,2022-12-22,14:49:48,750,1400321.7043176028,3340.7233266049448,881.5723557921592,1.0
1402644,3343820,7088316,5439272,2022-12-22,14:49:53,755,1400329.8113990312,2190.6558236608985,123.53277730778791,1.0
1401808,3344640,7088316,5440108,2022-12-22,14:49:58,760,1400337.9162198598,1847.4755863112143,-377.39180617104284,1.0
1401420,3345016,7088316,5440496,2022-12-22,14:50:03,765,1400346.0187818976,1999.3494352541622,-925.3682171518449,1.0
1401160,3345260,7088316,5440768,2022-12-22,14:50:08,770,1400354.1190868674,1867.1372637686934,-1061.2563506360166,1.0
1401452,3344956,7088316,5440476,2022-12-22,14:50:13,775,1400362.2171365744,2371.282664891628,-1281.4998014660086,1.0
1402676,3343716,7088316,5439248,2022-12-22,14:50:18,780,1400370.312932794,3062.77268311287,-757.0856159068644,1.0
1402668,3343712,7088316,5439260,2022-12-22,14:50:23,785,1400378.406477326,3063.2292927126227,-773.6357700387016,1.0
1402672,3343696,7088316,5439256,2022-12-22,14:50:28,790,1400386.4977719428,3892.881354181191,-1607.3791261238512,1.0
1402336,3344016,7088316,5439592,2022-12-22,14:50:33,795,1400394.5868184348,4017.825749702187,-2076.4125681370497,1.0
1403080,3343260,7088316,5438848,2022-12-22,14:50:38,800,1400402.6736186144,4437.838472867357,-1760.5120914818253,1.0
1403428,3342896,7088316,5438500,2022-12-22,14:50:43,805,1400410.758174289,4905.534195497421,-1888.292369786417,1.0
1403668,3342644,7088316,5438260,2022-12-22,14:50:48,810,1400418.840487283,4687.40127623412,-1438.2417635170277,1.0
1402360,3343932,7088316,5439568,2022-12-22,14:50:54,815,1400426.9205594247,3701.938554399844,-1768.8591138245538,1.0
1401456,3344824,7088316,5440472,2022-12-22,14:50:59,820,1400434.9983925205,3292.8769079462877,-2271.8753004667815,1.0
1400768,3345496,7088316,5441148,2022-12-22,14:51:04,825,1400443.0739884374,3296.3568418903014,-2971.430830327794,1.0
1401528,3344724,7088316,5440388,2022-12-22,14:51:09,830,1400451.1473490158,4032.798348551581,-2955.9456975674257,1.0
1401124,3345116,7088316,5440792,2022-12-22,14:51:14,835,1400459.2184761509,3832.490808993436,-3167.7092851442285,1.0
1400980,3345244,7088316,5441024,2022-12-22,14:51:19,840,1400467.287371655,4170.375321016716,-3657.6626926716417,1.0
1400308,3345904,7088316,5441696,2022-12-22,14:51:24,845,1400475.354037445,3897.8154467118466,-4065.1694841568824,1.0
